no;cz;czname;state;pop;theta25;theta75;se25;se75;stayer25;stayer75
230;16400;Youngstown;OH;809682;-0.166889235;0.117902845;0.159409851;0.216744944;42.75763702;58.17914963
231;16500;Erie;PA;659098;0.226335004;0.207552359;0.190101549;0.22844635;44.97013092;59.33374405
232;16600;Roanoke;VA;468038;-0.000719362;-0.055679768;0.269824445;0.279204249;43.15237808;58.67391205
233;16701;Elkins;WV;60271;-1.365274549;2.646208048;1.020576;1.699910402;47.18019867;59.60464859
234;16702;Morgantown;WV;259942;0.353372663;0.074610054;0.538552582;0.783500254;45.55361938;58.58460999
235;16703;Buckhannon;WV;40323;1.922505498;2.364484072;0.94460535;2.013398886;48.4775238;61.60527802
236;16801;Beckley;WV;174251;0.663725317;0.230328143;0.604532123;0.794604897;46.54720306;59.84775925
237;16802;Summersville;WV;58143;1.393102169;1.593841672;0.916942954;1.572047353;48.5488739;63.2183609
238;16901;Charleston;WV;347345;0.239036471;0.975322425;0.395145565;0.557489216;44.50104141;56.46362305
239;16902;Spencer;WV;23028;NA;NA;NA;NA;50.33641434;62.12246323
240;17000;Pikeville;KY;204354;0.801628232;-0.569927216;0.508004189;0.6789217;47.39271545;59.58128738
241;17100;Huntington;KY;344380;0.281403124;0.264317453;0.331910998;0.475658268;42.95412064;55.99448013
242;17200;Harrisonburg;VA;174641;-0.102831505;-0.299097806;0.436427534;0.424466968;49.02136993;60.57284546
243;17300;Staunton;VA;188559;0.34159866;0.095516056;0.384199351;0.448475778;45.45236206;60.24524307
244;17400;Hagerstown;PA;408535;-0.229313925;-0.031725746;0.204636171;0.21201314;46.65750504;62.05693817
245;17501;Cumberland;MD;155822;-0.333657056;-0.048913002;0.429804653;0.508611858;47.0434494;61.40488815
246;17502;Winchester;VA;115649;-0.486390829;-0.257183582;0.29842937;0.389838964;46.58617783;59.54415131
247;17600;Charlottesville;VA;273489;-0.380044699;-0.221550941;0.254770607;0.254167974;42.64909744;56.85587692
248;17700;Syracuse;NY;1080612;0.246117666;0.150607407;0.165593803;0.174914047;43.89891434;57.61976242
249;17800;Oneonta;NY;161132;0.834879279;-0.019338217;0.337921888;0.443329543;46.64015579;58.85822678
250;17900;Union;NY;294558;-0.493045688;0.321173906;0.252654731;0.364074469;45.42092514;57.58721161
251;18000;Buffalo;NY;2369699;0.083967745;0.081309699;0.121409655;0.098521903;43.17263794;57.3443718
252;18100;Elmira;NY;346894;0.055594623;0.301730156;0.315769732;0.336837262;46.12800217;57.75658035
253;18201;Olean;NY;197898;-0.024178103;0.192171648;0.28155005;0.357979864;47.10968781;61.04605865
254;18202;St. Marys;PA;41086;0.387243032;3.45169878;1.24791491;1.669704318;50.39822006;61.60180664
255;18300;Watertown;NY;250613;0.536528826;0.364791095;0.389054477;0.50302881;46.87203598;59.23490906
256;18400;Plattsburgh;NY;169879;0.585398793;-0.164784506;0.399767876;0.531652808;45.50712585;58.44154358
257;18500;Amsterdam;NY;110160;0.577856719;-0.477128625;0.379831254;0.529111624;46.01451492;58.5685997
258;18600;Albany;NY;1061509;-0.199153975;-0.19977124;0.180996299;0.155663103;45.01121521;58.09752655
259;18700;Sunbury;PA;191962;0.150066927;-0.399633944;0.350339293;0.430997938;49.91871643;61.51306915
260;18800;Scranton;PA;857487;-0.032461032;-0.288402557;0.114817649;0.131418556;47.39113235;58.90914154
261;18900;Williamsport;PA;227275;-0.404395342;-0.291137636;0.336246789;0.371208608;48.30319214;61.07283783
262;19000;Allentown;PA;637958;-0.057351436;0.018922377;0.170566544;0.166244417;47.67311096;61.00353622
263;19100;Reading;PA;1114959;0.188313976;-0.025009403;0.127595171;0.128687263;49.37729645;62.93119812
264;19200;Harrisburg;PA;1051424;0.01135964;0.116452239;0.148562223;0.131403208;47.75355148;61.95392609
265;19300;Poughkeepsie;NY;873232;-0.332736105;0.189481035;0.129058287;0.1427809;44.04589462;57.31848145
266;19400;New York;NY;11781395;-0.148463622;-0.038998414;0.044434585;0.057100132;43.93712234;56.73233795
267;19500;Toms River;NJ;1126217;0.031970762;0.046128739;0.15547888;0.094439924;46.33385849;58.48087311
268;19600;Newark;NJ;5822286;0.007954764;0.087166138;0.06553977;0.054360878;44.92485046;58.45347214
269;19700;Philadelphia;PA;5602247;0.021569364;-0.030004608;0.082574427;0.064453773;42.07820511;58.02407074
270;19800;Wilmington;DE;586216;-0.009635171;0.033884887;0.149834365;0.170179799;41.27503204;57.35890579
271;19901;Dover;DE;439269;-0.498365462;-0.191466704;0.190402135;0.191372305;41.65191269;59.25186157
272;19902;Easton;MD;154018;-0.766325235;0.281044781;0.289889067;0.284843862;43.22147369;60.9864502
273;19903;Chincoteague;VA;51398;-0.672775567;-0.557546854;0.620758295;0.966259539;39.61289597;58.34393311
274;20001;Bangor;ME;289843;0.029916994;-0.350941271;0.276609093;0.348472029;44.18223953;56.1424408
275;20002;Calais;ME;33941;-0.469040096;-0.42819497;0.792647362;1.548547745;41.68935013;56.75135422
276;20003;Presque Isle;ME;73938;0.451471537;1.95450139;0.394022465;0.753946543;46.46694946;60.15826416
277;20100;Portland;ME;690459;0.170990348;0.189961851;0.223449767;0.192354873;45.57849884;56.42621231
278;20200;Burlington;VT;321496;-0.110463329;0.094391637;0.311606556;0.291023344;46.6700325;57.09178925
279;20301;Berlin;VT;95549;-0.041679718;0.027602741;0.390316367;0.548411489;48.37616348;59.38274002
280;20302;Claremont;VT;265884;0.044625103;0.046218242;0.27760902;0.259830028;47.71162415;56.83728027
281;20401;Providence;RI;1582997;-0.053025004;-0.057807818;0.122176774;0.114752531;45.40390778;58.36247635
282;20402;Nantucket;MA;9520;NA;NA;NA;NA;51.52975464;56.47559738
283;20403;Oak Bluffs;MA;14987;NA;NA;NA;NA;43.82597733;49.91098022
284;20500;Boston;MA;4974945;0.037943896;0.036509518;0.093317345;0.089520536;46.50123978;58.3152504
285;20600;Manchester;NH;1193391;-0.101920955;0.033076856;0.151408136;0.108645901;47.28097916;58.07702637
286;20700;Keene;NH;118041;0.25340426;-0.547714412;0.4114573;0.358557016;46.2634964;56.71699142
287;20800;Springfield;MA;680014;-0.237335637;-0.40771988;0.188071027;0.216509208;44.11653519;57.81049347
288;20901;Bridgeport;CT;3405565;-0.11510174;0.00721573;0.088351443;0.073000811;44.74219513;58.41394043
289;20902;Pittsfield;MA;171947;-0.642016709;0.16613479;0.375464499;0.375071287;44.81874084;56.14087296
290;21001;Ashland;WI;47701;1.107015848;0.606938839;0.906629682;0.749927104;47.65732193;59.05353928
291;21002;Houghton;MI;47063;1.70212841;2.000708818;1.733395934;1.377995372;46.35883331;59.69475555
292;21003;Ironwood;MI;32049;1.878738165;3.000584841;1.656687021;3.611745834;47.24116135;57.57694244
293;21004;Rhinelander;WI;67833;-0.122046858;-0.105512761;0.568841338;0.473467171;46.5852623;59.96530151
294;21101;Rice Lake;WI;92542;0.259962201;-0.367083669;0.436517239;0.556606174;49.6902771;61.60557938
295;21102;Amery;WI;56993;0.99143523;-0.147780761;0.479530394;0.397004962;50.58198547;61.57769394
296;21201;Hutchinson;MN;72898;1.671019077;-0.603099823;0.518184006;0.475685269;56.48128891;65.31180573
297;21202;Redwood Falls;MN;33969;2.065790892;-0.410653293;0.9635759;0.830111146;58.8976326;68.64199829
298;21301;Mankato;MN;149925;0.891340315;0.043050945;0.457395941;0.313800424;54.3743248;63.44102478
299;21302;Owatonna;MN;109871;0.502974391;-0.436059862;0.547145844;0.352993011;52.78493118;62.83786392
300;21400;St. Cloud;MN;254139;-0.051141277;0.048670266;0.301495552;0.193643659;54.93914032;63.55778885
301;21501;Minneapolis;MN;2904389;0.116146058;0.076999366;0.115082853;0.099218413;47.3770256;59.5196991
302;21502;Pine City;MN;41526;0.054019943;0.138302237;0.425243914;0.418080509;51.83785629;64.21750641
303;21600;Brainerd;MN;141542;0.130434602;0.198669806;0.320819169;0.310478151;47.89769745;60.63074875
304;21701;Rochester;MN;228867;0.556424379;0.513145149;0.34701407;0.281888455;53.64741135;61.60230255
305;21702;Austin;MN;71187;0.124150865;0.717086494;0.718451381;0.77662456;52.67848969;63.4669075
306;21801;Mason City;IA;78179;0.026771933;-1.972491741;0.779878974;0.808488786;53.32979202;63.14331436
307;21802;Decorah;IA;72111;1.363750696;-0.087689385;0.650969207;0.739430487;57.50234985;65.63304138
308;21900;Marshalltown;IA;113442;0.7135005;0.787636995;0.573143721;0.449840128;51.9240799;64.41568756
309;22001;Waterloo;IA;222112;0.545860589;0.575843811;0.472701937;0.46639055;50.85276794;64.13222504
310;22002;Iowa Falls;IA;29516;0.028937956;0.288448453;1.232000709;1.716855526;56.34889984;67.31292725
311;22100;Iowa City;IA;203768;0.274608999;0.68201226;0.446529835;0.41419521;50.80552673;60.15855026
312;22200;Cedar Rapids;IA;252901;0.385844618;0.447573692;0.478734314;0.375130594;50.17856979;61.72004318
313;22300;Ottumwa;IA;142385;0.827513576;0.382720053;0.596153378;0.472589254;51.34147263;63.74549103
314;22400;Sheboygan;WI;195533;-0.206535667;-0.053475499;0.415910989;0.34310931;51.01742172;62.26282501
315;22500;Oshkosh;WI;549651;0.28403914;0.259368241;0.247661397;0.207955331;50.90290833;61.89274216
316;22601;Green Bay;WI;310560;0.329138875;0.381336898;0.24343507;0.262537301;50.18380356;62.12572479
317;22602;Shawano;WI;65966;-0.76685518;-0.834403634;0.450061172;0.494873017;48.55367279;62.05498886
318;22700;Wausau;WI;370092;0.563124359;-0.381985962;0.304652214;0.247283369;52.28764725;61.4454155
319;22800;Eau Claire;WI;305307;0.338318586;0.106178537;0.2972489;0.284831464;51.9173317;60.81317902
320;22900;La Crosse;WI;220109;0.370534629;0.464438677;0.341806114;0.343459994;50.66704559;60.29741287
321;23000;Monroe;WI;116624;0.027560629;-0.257607639;0.399060816;0.338692069;53.64632416;63.24770737
322;23100;Madison;WI;590755;0.065484554;-0.071944773;0.213957936;0.188395098;48.28316116;58.010952
323;23200;Dubuque;IA;163189;0.525136173;0.049689069;0.453552008;0.501019239;55.30388641;64.08450317
324;23301;Charleston;IL;101161;0.371847272;0.369736433;0.521313429;0.737613261;46.23939133;62.20427704
325;23302;Douglas;IL;101195;-0.999693215;0.090219229;0.509764552;0.817817271;51.28785706;65.5752182
326;23400;Bloomington;IL;206909;0.378084809;0.1250256;0.33009997;0.283785433;47.27313995;60.8835144
327;23500;Decatur;IL;382083;0.081581302;0.094038166;0.252088517;0.310290039;45.15045929;60.55804062
328;23600;Burlington;IA;136489;0.628318429;0.17665869;0.50743252;0.604109883;48.66615295;62.22293091
329;23700;Galesburg;IL;145734;0.710139632;0.825547159;0.400094688;0.431723326;46.13186264;60.49061203
330;23801;Davenport;IL;382351;0.113809474;0.381719828;0.288090527;0.269466996;44.8284111;59.98618698
331;23802;Clinton;IA;70445;1.391815186;0.38289395;0.614683688;0.637825429;52.04637527;63.27654648
332;23900;Peoria;IL;529703;0.018695693;0.33163479;0.243312091;0.226658791;44.47008896;60.54431534
333;24000;Kenosha;WI;584474;-0.179162547;-0.160681695;0.179813296;0.150581211;43.75474548;57.85922241
334;24100;Milwaukee;WI;1660659;0.045243692;-0.006342555;0.123329416;0.122672357;41.72882462;58.81104279
335;24200;Bourbonnais;IL;135167;0.486280531;0.073517144;0.286797673;0.349144906;45.21831512;61.59539795
336;24300;Chicago;IL;8183799;-0.180241317;-0.040194243;0.061137345;0.050469995;41.00191879;56.65102768
337;24400;Rockford;IL;622573;-0.1414579;0.100999512;0.192091167;0.166281387;43.87573242;58.09880829
338;24500;Rolla;MO;111509;0.62163502;0.339642286;0.384405851;0.56299144;47.17191315;60.85674667
339;24600;Farmington;MO;137456;0.086912006;0.971920371;0.320655137;0.392672777;47.57958603;63.56851196
340;24701;St. Louis;MO;2325609;-0.024649542;0.093770549;0.125863448;0.098195545;40.82235718;57.88725662
341;24702;Mexico;MO;37989;-0.405368298;-0.226226315;0.532476664;0.696166217;50.81585693;63.00926208
342;24801;Jacksonville;IL;84748;0.5568856;-0.333552241;0.561167777;0.720725775;47.94070816;61.68325806
343;24802;Springfield;IL;267992;-0.292541146;0.072245412;0.308013439;0.330309719;43.53727341;58.7910614
344;24900;Edwardsville;IL;382997;0.047552552;0.25914672;0.197725147;0.281763822;45.78668594;60.34674835
345;25000;Quincy;IL;152421;-0.266844481;0.965653777;0.487808526;0.562851727;48.39737701;62.51200104
346;25101;Mountain Home;AR;64068;0.148358583;1.243775845;0.536580622;0.904986024;46.40827179;58.9029808
347;25102;West Plains;MO;90551;1.349526882;1.155412912;0.511547685;0.898831606;48.7040596;60.9820137
348;25103;Harrison;AR;76174;-0.343549162;0.001824673;0.519683123;0.793993175;48.18466568;60.87778473
349;25104;Heber Springs;AR;51737;0.222335234;2.188483953;0.532090008;0.728339136;48.16177368;63.86931229
350;25105;Batesville;AR;64601;0.648699284;2.067869186;0.618350685;1.338236928;47.52702332;61.4508934
351;25200;Henderson;KY;151629;0.312440813;0.844696164;0.4696154;0.606612742;46.1840477;61.03156281
352;25300;Union City;TN;117387;-0.627897024;-0.779998541;0.557677925;0.944246113;43.87288284;60.26437759
353;25401;Paducah;KY;138654;-0.24713622;-0.411695629;0.579780519;0.791087985;44.50200272;58.91730881
354;25402;Murray;KY;34177;-0.021310916;-0.571956456;1.281864643;2.240388155;46.20837021;55.22887802
355;25500;Centralia;IL;141040;0.239121452;0.794900358;0.372204363;0.413716108;47.62027359;63.43542099
356;25601;Carbondale;IL;265022;-0.486097693;-0.124788702;0.311077535;0.387195826;45.17147446;60.97225189
357;25602;Harrisburg;IL;37978;0.576677024;-1.228361726;1.314098954;1.464405775;48.80436707;64.75222778
358;25701;Cape Girardeau;MO;184036;0.146201536;0.400028318;0.3769117;0.536629975;45.15291595;60.98237228
359;25702;Poplar Bluff;MO;73576;0.319940597;0.148849994;0.453359097;0.875621617;45.97101593;60.04291534
360;25800;Blytheville;AR;105181;0.005533746;1.245681524;0.410268039;0.857741177;40.62340164;61.44892883
361;25900;Jonesboro;AR;198671;-0.109471388;0.544648826;0.325767934;0.608851254;45.41561508;59.0242691
362;26001;Roseau;MN;20860;NA;NA;NA;NA;55.55273438;63.14259338
363;26002;Duluth;MN;286544;-0.161841884;-0.131698534;0.363656849;0.28817752;46.37509155;59.64690018
364;26003;West Cook UT;MN;5168;NA;NA;NA;NA;51.11581421;55.71749496
365;26004;International Falls;MN;14355;NA;NA;NA;NA;50.92988205;60.5174675
366;26101;Moberly;MO;56535;-0.293843865;0.235386789;0.62208122;0.851593018;48.59657288;62.7926712
367;26102;Marshall;MO;48599;-0.442599386;-1.946866751;0.712060392;1.169593096;49.70569229;64.67256165
368;26103;Brookfield;MO;22192;NA;NA;NA;NA;54.91320038;68.8786087
369;26104;Trenton;MO;14189;NA;NA;NA;NA;52.45522308;66.38703156
370;26105;Polk;MO;12442;NA;NA;NA;NA;52.89617157;63.94551086
371;26106;Centerville;IA;29873;-0.720620513;1.578091502;1.03461504;1.041163683;52.61532974;64.6054306
372;26107;Kirksville;MO;38491;-0.656413734;-1.323358655;5.133907318;4.447171688;50.3445816;58.60520554
373;26201;Bismarck;ND;114739;0.743997157;-0.018131129;0.868002534;0.71149075;55.96844864;63.36008072
374;26202;East Grant UT;ND;2841;NA;NA;NA;NA;NA;NA
375;26203;Linton;ND;10029;NA;NA;NA;NA;63.38983154;68.1658783
376;26204;Steele;ND;2753;NA;NA;NA;NA;NA;NA
377;26301;Devils Lake;ND;22745;NA;NA;NA;NA;45.8718605;66.69669342
378;26302;Carrington;ND;6516;NA;NA;NA;NA;62.63388443;66.75525665
379;26303;Turtle Mountain UT;ND;16550;NA;NA;NA;NA;38.69351578;57.21050644
380;26304;Minot;ND;74541;1.679509401;0.708225846;1.126750469;1.198561549;57.71322632;65.46669769
381;26305;Rugby;ND;11487;NA;NA;NA;NA;59.5450058;69.87637329
382;26401;Ekalaka;SD;2713;NA;NA;NA;NA;NA;NA
383;26402;Baker;MT;2837;NA;NA;NA;NA;64.026474;76.74145508
384;26403;Bowman;ND;4009;NA;NA;NA;NA;66.64243317;72.92430115
385;26404;Lemmon;ND;8671;NA;NA;NA;NA;60.82397842;65.79520416
386;26405;Scobey;MT;2017;NA;NA;NA;NA;NA;NA
387;26406;Wolf Point;MT;12597;NA;NA;NA;NA;40.70354462;60.53740311
388;26407;Plentywood;MT;4105;NA;NA;NA;NA;58.30343246;65.1681366
389;26408;Glasgow;MT;12276;NA;NA;NA;NA;52.40197372;60.28619003
390;26409;Glendive;MT;12051;NA;NA;NA;NA;60.24181366;67.06239319
391;26410;Dickinson;ND;27124;0.941240907;0.647727311;1.799295664;1.262007833;62.54069138;67.45832062
392;26411;Sidney;ND;22035;NA;NA;NA;NA;56.59207916;67.79612732
393;26412;Williston;ND;24286;NA;NA;NA;NA;63.02912903;68.25750732
394;26501;Brookings;SD;40630;0.457250744;0.051027447;1.189432025;1.0223943;56.51157379;63.55055237
395;26502;Madison;SD;14160;NA;NA;NA;NA;58.70566559;65.50473785
396;26503;Sioux Falls;SD;200630;1.050798416;-1.011666417;0.496330619;0.464737117;53.62075043;60.84231186
397;26504;Watertown;SD;40078;2.148651838;-0.408730656;1.78520906;1.471135139;57.70156097;65.54528046
398;26601;Milbank;MN;17801;NA;NA;NA;NA;58.74542999;66.22903442
399;26602;Sisseton;SD;20859;NA;NA;NA;NA;49.45933151;68.16772461
400;26603;East Corson UT;SD;8225;NA;NA;NA;NA;34.1441803;48.53030396
401;26604;Mobridge;SD;7756;NA;NA;NA;NA;58.90607071;66.29401398
402;26605;Aberdeen;SD;52825;2.760223627;0.308243126;1.314146161;0.996209681;58.08628845;64.39560699
403;26701;Bemidji;MN;101639;0.116600521;-0.311118424;0.392951369;0.474658906;46.89059067;62.3350029
404;26702;Grafton;ND;31090;0.09577886;-0.542479157;1.087498665;1.090325594;57.62307739;66.10128021
405;26703;Thief River Falls;MN;28038;1.400734901;0.087984286;1.017883778;1.543847203;57.53408051;66.62471008
406;26704;Grand Forks;ND;108213;1.533029079;0.339584947;0.621131122;0.511106133;53.53696442;62.31051636
407;26801;Fargo;ND;206945;0.823783815;-0.115834318;0.503563762;0.434361458;52.84005356;61.28499222
408;26802;Lisbon;ND;16013;NA;NA;NA;NA;59.31761169;67.25114441
409;26803;Jamestown;ND;38384;1.056407452;-0.235012785;1.269912004;1.454544663;58.06339645;65.6247406
410;26804;Cooperstown;ND;2754;NA;NA;NA;NA;NA;NA
411;26901;Fergus Falls;MN;117558;0.432294279;0.133554786;0.487796664;0.410524189;55.82006836;65.07823944
412;26902;Little Falls;MN;69851;-0.273006529;-0.171798602;0.430607468;0.46356234;56.36981964;64.57028961
413;27001;O'Neill;NE;14875;NA;NA;NA;NA;59.65377426;67.81775665
414;27002;Ord;NE;9975;NA;NA;NA;NA;57.72845078;67.60691833
415;27003;Ainsworth;NE;6264;NA;NA;NA;NA;57.3356781;69.77323914
416;27004;Winner;SD;11222;NA;NA;NA;NA;55.7612915;66.55882263
417;27005;Yankton;SD;47901;1.225677252;0.012340843;0.926828444;1.200740814;60.26941681;63.68910599
418;27006;Mitchell;SD;27613;1.405673862;-1.069475532;1.621314168;2.084502697;58.18106461;64.37796783
419;27007;Huron;SD;19318;NA;NA;NA;NA;55.48160553;62.80226135
420;27008;Parkston;SD;20883;NA;NA;NA;NA;55.180233;67.0502243
421;27009;Chamberlain;SD;11291;NA;NA;NA;NA;42.58710861;61.39685822
422;27010;Miller;SD;5412;NA;NA;NA;NA;62.46493149;61.60457993
423;27011;Pierre;SD;20809;NA;NA;NA;NA;50.28066635;61.54495239
424;27012;Gettysburg;SD;2693;NA;NA;NA;NA;NA;NA
425;27101;Willmar;MN;85394;0.908205688;0.944590569;0.687723875;0.799036324;56.57269287;65.43645477
426;27102;Marshall;MN;51470;1.563282609;0.266257942;0.833770216;0.779041708;58.76080322;67.94881439
427;27201;Sioux Center;IA;58454;1.718381882;1.013265014;0.886996329;0.847366035;63.73025894;71.04392242
428;27202;Worthington;MN;60435;2.822188854;1.738625646;1.078508139;1.126608133;58.08893204;67.46322632
429;27301;Spencer;IA;61106;1.407364249;0.557857633;0.715518713;0.669904411;58.0527916;64.17841339
430;27302;Fairmont;MN;49010;1.093385935;1.101240158;0.946150362;0.868254662;54.70766449;64.58085632
431;27401;Storm Lake;IA;52812;1.632262349;-0.090551868;0.898233175;0.701353312;58.36748886;66.90892029
432;27402;Fort Dodge;IA;101165;0.831927121;0.272056401;0.689021885;0.585104108;52.5051918;64.76031494
433;27501;Des Moines;IA;595842;-0.04182218;0.044680867;0.365371197;0.209185198;48.90683746;61.5148468
434;27502;Creston;IA;35600;-0.492484093;1.744981527;0.776890516;0.946483374;54.3000145;65.02630615
435;27503;Atlantic;IA;34687;0.396680951;-0.571536064;0.919802368;0.99149847;55.34120941;67.59089661
436;27504;Carroll;IA;48729;0.159052715;-0.196327135;0.868070126;0.843034327;58.42014313;68.36734772
437;27601;Rapid City;SD;158442;0.045864474;-0.565166652;0.533988416;0.617001414;49.73028183;59.87689209
438;27602;Eagle Butte;SD;8491;NA;NA;NA;NA;32.95591736;54.95468521
439;27603;Southwest Jackson UT;SD;5126;NA;NA;NA;NA;49.88455582;68.29747772
440;27604;Murdo;SD;1193;NA;NA;NA;NA;NA;NA
441;27605;Mission;SD;11133;NA;NA;NA;NA;27.30345345;50.82339859
442;27701;Scottsbluff;NE;65903;0.747411668;0.024634693;0.802617311;0.970256746;52.0255928;62.37107849
443;27702;Cheyenne;WY;95526;1.025173426;0.479499847;0.581265628;0.630849779;50.97138214;60.35649872
444;27703;Torrington;WY;21345;NA;NA;NA;NA;53.81412125;63.76400375
445;27704;Gordon;SD;22238;NA;NA;NA;NA;32.07487106;50.61689758
446;27801;Virginia Beach;NE;56990;0.767632544;-0.311547399;0.890553772;0.88883239;55.91791916;65.32912445
447;27802;Columbus;NE;61167;0.448032826;0.937649429;0.713696659;0.776746213;59.60237503;66.65773773
448;27901;Hastings;NE;42251;-0.022612873;-1.305219889;1.018751025;1.08216548;54.44300842;62.22418594
449;27902;York;NE;26871;2.957086325;-1.370511413;1.024676442;0.908349156;59.00287628;66.58937836
450;27903;Grand Island;NE;77708;0.950316608;-0.650417984;0.876314819;0.713375866;53.7129364;64.07131958
451;28001;Sioux City;IA;187773;1.071693182;-0.330570281;0.487261444;0.464582562;51.74834824;62.01062393
452;28002;West Point;NE;25165;0.098386727;0.391105831;0.834118783;1.160154581;49.55457687;68.79003906
453;28101;Lincoln;NE;311956;0.168221265;-0.489200473;0.474609137;0.329806685;48.70345688;60.76499557
454;28102;Nebraska City;NE;40078;0.802953005;1.046894908;0.885937393;0.731359184;55.75508118;65.86693573
455;28201;Red Oak;IA;48197;0.127777115;-0.355002582;0.83289665;0.953770578;55.453125;66.53248596
456;28202;Omaha;NE;803201;0.198980972;-0.235501423;0.243588492;0.195078656;45.93368149;60.08712769
457;28301;Sterling;CO;39751;-0.221808136;-0.126790702;0.747862637;0.87051928;54.90604782;65.49421692
458;28302;Ogallala;NE;16920;NA;NA;NA;NA;54.98282623;65.0426712
459;28303;Oshkosh;NE;2292;NA;NA;NA;NA;NA;NA
460;28304;Valentine;NE;8122;NA;NA;NA;NA;54.89019775;62.23184967
461;28305;Broken Bow;NE;13105;NA;NA;NA;NA;58.33740234;64.15405273
462;28306;North Platte;NE;35939;3.006879568;0.598351538;1.528975248;1.142886162;52.00873184;59.50182724
463;28401;Colorado Springs;CO;587132;-0.20233117;-0.183666661;0.167881921;0.137427092;45.41889954;56.09910202
464;28402;Limon;CO;6087;NA;NA;NA;NA;54.74169159;62.78064346
465;28501;Springfield;CO;4517;NA;NA;NA;NA;56.84817505;57.8309021
466;28502;Pueblo;CO;187782;0.026456106;0.386855781;0.359624535;0.401791722;43.10583878;57.75990677
467;28503;Trinidad;CO;23069;NA;NA;NA;NA;50.67496109;60.15011597
468;28504;Burlington;CO;11864;NA;NA;NA;NA;58.75622177;66.95414734
469;28601;Oberlin;KS;6438;NA;NA;NA;NA;62.49403381;66.67931366
470;28602;Norton;KS;5953;NA;NA;NA;NA;57.98797989;65.01394653
471;28603;Phillipsburg;KS;10537;NA;NA;NA;NA;57.80991745;66.67947388
472;28604;Colby;KS;17107;NA;NA;NA;NA;57.86296844;66.11577606
473;28605;Goodland;KS;8509;NA;NA;NA;NA;55.67638397;70.31533813
474;28606;Wano;KS;5457;NA;NA;NA;NA;57.34647751;66.92120361
475;28607;McCook;NE;19695;NA;NA;NA;NA;57.54504776;66.41778564
476;28608;Kearney;NE;56033;1.373795867;-0.17913498;0.981141508;0.8073228;56.10096741;62.7803154
477;28609;Lexington;NE;48464;3.015764952;-0.109982759;1.221420884;1.063261151;56.06715393;64.76187134
478;28701;Salida;CO;16242;NA;NA;NA;NA;49.47364807;62.62794876
479;28702;Glenwood Springs;CO;131682;0.287717193;-0.000273487;0.504958987;0.346149445;54.00255585;57.68152618
480;28703;Granby;CO;12442;NA;NA;NA;NA;49.91887283;60.51140213
481;28704;Laramie;WY;33591;1.815552592;0.816565871;1.875797987;2.653517008;50.41410065;59.09836197
