no;cz;czname;state;pop;theta25;theta75;se25;se75;stayer25;stayer75
482;28800;Fort Collins;CO;459601;0.219117031;-0.145763487;0.222114146;0.150179341;49.33972549;58.0714035
483;28900;Denver;CO;2449044;0.042310886;-0.123781145;0.114541076;0.070271157;45.67617416;56.53782654
484;29001;Pratt;KS;18232;NA;NA;NA;NA;57.37161636;65.13878632
485;29002;Coldwater;KS;1967;NA;NA;NA;NA;NA;NA
486;29003;Dodge City;KS;42837;-0.520654082;-0.690185666;1.461835265;1.450207949;52.01242447;64.04135132
487;29004;Great Bend;KS;47227;-0.271474004;-0.54214853;1.04561007;1.018237352;53.65400314;65.61450195
488;29005;Hutchinson;KS;82076;0.711674571;-0.461794883;0.629527748;0.586764276;49.09804153;61.67512894
489;29006;Hays;KS;38196;-0.124010161;-0.111558966;2.836874962;1.989332914;56.73944092;63.55422974
490;29007;Township 11;KS;8631;NA;NA;NA;NA;55.9174614;65.88418579
491;29008;Center;KS;5609;NA;NA;NA;NA;62.33057404;66.81962585
492;29101;Concordia;KS;19894;NA;NA;NA;NA;56.06466293;68.3514328
493;29102;Superior;NE;11112;NA;NA;NA;NA;59.74328995;70.37757874
494;29103;Beloit;KS;11384;NA;NA;NA;NA;56.4758606;67.09579468
495;29104;Salina;KS;63338;0.04608855;0.502327502;0.701231122;0.824745297;47.75951004;60.76587677
496;29201;Hiawatha;KS;21441;NA;NA;NA;NA;59.59727097;71.79782104
497;29202;Marysville;KS;17448;NA;NA;NA;NA;60.61485291;69.47848511
498;29203;Manhattan;KS;143269;0.573376656;1.312527776;0.523933887;0.609148145;49.81233215;61.49585342
499;29204;Topeka;KS;324513;-0.236071244;0.402783602;0.34455958;0.325882047;46.81010056;58.47956848
500;29301;Wichita;KS;553506;0.154125154;0.34381184;0.248464212;0.255069792;44.80037308;58.64679337
501;29302;Newton;KS;75784;1.188037515;0.095059246;0.515014231;0.518663049;52.30614471;63.2869606
502;29303;Winfield;KS;51584;-0.047730371;0.909464002;0.537197411;0.630025208;52.11521149;61.20404053
503;29401;Ottawa;KS;51067;-0.13714008;-0.09615989;0.625763476;0.628134727;51.73870087;64.13331604
504;29402;Emporia;KS;47830;-0.767728984;1.304849863;0.957721651;0.752022624;50.88618088;62.57930374
505;29403;Bartlesville;KS;145981;0.013058753;0.254562587;0.354044765;0.431175619;48.91098785;60.98057175
506;29501;Leavenworth;KS;85465;0.300870061;-0.185909241;0.482509881;0.430795461;47.90309525;60.18894577
507;29502;Kansas City;MO;1762873;0.066802137;-0.038968567;0.125436455;0.125781715;43.29231262;58.1845665
508;29503;St. Joseph;MO;158300;0.148406565;0.131796211;0.40940544;0.480356693;47.06965637;62.06570053
509;29504;Sedalia;MO;88232;0.108203314;-0.34159404;0.437254936;0.565252423;47.92456818;61.12251282
510;29505;Polk;MO;33693;0.372641951;-1.529997587;1.060067296;1.141567469;54.78181458;64.27554321
511;29506;Bethany;MO;18093;NA;NA;NA;NA;56.2112999;67.02750397
512;29601;Columbia;MO;302388;0.049295284;-0.008832861;0.270343632;0.356833905;46.88918304;59.46110153
513;29602;Eldon;MO;79924;-0.602478862;0.65744555;0.471749455;0.532025576;47.94241333;62.25209427
514;29700;Springfield;MO;440866;0.318142146;0.129469752;0.269516796;0.249638975;46.05212784;58.52565384
515;29800;Aurora;MO;137575;0.454180956;0.463912189;0.381127536;0.38422066;47.5934906;60.31539154
516;29901;Joplin;MO;266742;0.189652741;0.617895544;0.227874994;0.396579593;46.69881821;60.57629395
517;29902;Center;MO;54651;0.443864644;-0.934191346;0.457696587;0.737873971;49.71368408;62.96737671
518;30000;Russellville;AR;138646;1.047095299;0.213040486;0.331395656;0.643464327;46.97657394;60.0336647
519;30100;Fort Smith;AR;332832;0.403816462;0.534018815;0.243550673;0.405547619;47.07501221;60.49713516
520;30200;Muskogee;OK;152466;0.095620282;0.380504131;0.257396162;0.417225897;44.31079483;59.91815186
521;30300;Fayetteville;AR;384122;0.028569005;0.114856601;0.199158907;0.259172112;47.55627823;59.05566406
522;30401;Stillwater;OK;79601;-0.045494601;-0.491872758;0.452310324;0.561695218;50.23587418;59.58184433
523;30402;Tulsa;OK;921246;0.170301691;0.220859468;0.149074018;0.161666945;45.32481766;58.73756027
524;30403;Okmulgee;OK;51499;0.557657897;1.47427237;0.398376763;0.85095787;46.88737869;60.71901321
525;30501;Woodward;OK;26123;0.509615183;-0.3437244;1.376272321;1.190157056;57.54513168;66.47937012
526;30502;Enid;OK;102415;0.509024143;0.392069995;0.501269877;0.64939785;52.36207962;64.63235474
527;30601;El Paso;TX;857648;-0.079387255;-0.23418279;0.127725378;0.205645025;44.19128036;51.14052963
528;30602;Alamogordo;NM;81709;-0.018053154;0.375040948;0.492172509;1.071427107;43.63999557;54.96376419
529;30603;Truth or Consequences;NM;13270;NA;NA;NA;NA;45.9791069;50.57929611
530;30604;Deming;NM;61950;-0.159947485;-0.002622921;0.437331587;1.07513845;43.55461884;55.11591339
531;30605;Van Horn;TX;2975;NA;NA;NA;NA;NA;NA
532;30701;Roswell;NM;113040;0.499216944;-0.069367968;0.446094483;0.537311316;46.23858643;59.62721634
533;30702;Santa Rosa;NM;6920;NA;NA;NA;NA;47.86637878;59.85753632
534;30801;Hobbs;NM;90061;0.774005055;1.807802439;0.458594412;0.552235484;52.49389267;63.83308411
535;30802;Lubbock;TX;287568;0.166048244;0.34127444;0.250870764;0.343495846;43.29906082;59.46139526
536;30901;Clovis;NM;73078;-0.488500386;-0.277114838;0.538763523;0.739769638;46.76909637;59.81380463
537;30902;Littlefield;TX;29588;0.280839056;0.297637075;0.719923735;1.216545343;49.58638;65.30810547
538;30903;Amarillo;TX;240752;-0.116687544;0.187146559;0.359726936;0.348970503;45.06090164;60.52621841
539;30904;Pampa;TX;57355;0.631633937;0.574015558;0.716921747;0.731382072;52.57016373;65.01313019
540;30905;Wellington;TX;8490;NA;NA;NA;NA;57.42163467;66.77281189
541;30906;Memphis;TX;9400;NA;NA;NA;NA;50.77210999;68.35103607
542;30907;Matador;TX;1426;NA;NA;NA;NA;NA;NA
543;30908;Plainview;TX;52751;0.337854952;0.74975878;0.506372094;0.890231252;47.05384445;62.94850922
544;31001;Garden City;KS;52031;0.36364764;0.314106345;1.375612378;1.292918682;50.51379395;60.0500145
545;31002;Ulysses;KS;15778;NA;NA;NA;NA;54.45620346;64.88704681
546;31003;Scott City;KS;9185;NA;NA;NA;NA;59.11475754;65.69969177
547;31004;Liberal;KS;32998;-2.416219234;-4.480126858;5.380868912;3.327052593;54.6461525;64.87805176
548;31005;Perryton;TX;17432;NA;NA;NA;NA;59.94067764;69.82389069
549;31006;Guymon;OK;29937;-1.735421419;-2.066413879;6.572330952;5.784339428;56.90963745;63.69487381
550;31007;Dumas;TX;31880;-1.028698683;0.629348457;1.052354693;1.209363818;52.4520607;64.62617493
551;31101;Victoria;TX;165277;-0.219446614;-0.458454072;0.331378758;0.376915157;46.90102386;61.93070602
552;31102;La Grange;TX;42194;0.029188463;0.196636721;0.517302096;0.687701941;50.43551636;66.302948
553;31103;Gonzales;TX;18628;NA;NA;NA;NA;45.0708847;61.43948746
554;31201;Austin;TX;1298076;-0.170756504;-0.171535417;0.117854536;0.097084641;42.43783569;55.25457382
555;31202;Burnet;TX;51191;-0.165743321;0.583691657;0.516283095;0.367248029;46.19910431;60.08660126
556;31301;San Antonio;TX;1724863;-0.205736548;-0.066996492;0.105347753;0.094506025;42.69112778;55.33433914
557;31302;Beeville;TX;47805;0.959957004;-1.057219267;0.501198947;1.100815296;47.53348541;63.34128952
558;31303;Kerrville;TX;64467;-0.200047314;1.288955688;0.507509887;0.581072152;47.07586288;58.8144989
559;31304;Mason;TX;3738;NA;NA;NA;NA;NA;NA
560;31401;Midland;TX;262282;0.8346892;0.142687887;0.292865843;0.235521391;52.88989639;64.16847992
561;31402;Pecos;TX;31286;1.280676603;0.382468313;0.601572871;1.022895694;56.45896912;64.78666687
562;31403;Fort Stockton;TX;20908;NA;NA;NA;NA;56.63435364;65.5794754
563;31404;Alpine;TX;18377;NA;NA;NA;NA;50.7059288;57.85123825
564;31501;Crystal City;TX;21848;NA;NA;NA;NA;45.4669075;56.88378143
565;31502;Pearsall;TX;22118;NA;NA;NA;NA;46.90629196;58.28323364
566;31503;Laredo;TX;210580;-0.133157447;0.316060454;0.299127102;0.56619072;45.14474487;52.39452744
567;31600;Brownsville;TX;978369;0.113269441;-0.095113814;0.1468945;0.255016059;45.32289505;51.8633194
568;31700;Corpus Christi;TX;503493;0.270121932;-0.022711262;0.176404208;0.20377259;45.12550735;56.45230484
569;31800;College Station;TX;208437;-0.536768556;-0.057640668;0.234117672;0.33898291;43.6601944;58.97848511
570;31900;Pearland;TX;320912;0.063962437;-0.151326001;0.195567295;0.190485209;48.13179016;60.40670776
571;32000;Houston;TX;4504013;-0.03902382;0.033141103;0.06493815;0.060956493;44.25496674;57.24473572
572;32100;Beaumont;TX;497770;0.27682814;0.38935715;0.198671624;0.240097776;45.17273331;60.21945572
573;32201;Huntsville;TX;191792;-0.294387311;0.054454297;0.23720172;0.343386501;43.88011932;60.23547363
574;32202;Nacogdoches;TX;103842;0.352254003;0.419876724;0.324973106;0.555187047;45.75051498;61.84119034
575;32301;San Angelo;TX;113973;-0.331187785;-0.808000028;0.447926402;0.579321623;44.48913193;59.09187698
576;32302;Brady;TX;23666;NA;NA;NA;NA;50.09509277;67.30565643
577;32303;Junction;TX;6828;NA;NA;NA;NA;46.4655571;65.15596008
578;32304;Uvalde;TX;35212;0.621746123;0.946915388;0.956576586;0.863976121;46.4238205;62.85198593
579;32305;Del Rio;TX;49316;0.935244083;-1.647839069;0.799450636;1.193869472;47.80402756;56.44356918
580;32306;Eagle Pass;TX;47297;-0.35482353;-2.562898636;0.649984956;2.245231152;47.38199615;54.11514282
581;32401;Big Spring;TX;54073;1.435255766;1.35406363;0.836981535;1.060318232;49.58976364;66.57200623
582;32402;Sweetwater;TX;20146;NA;NA;NA;NA;49.64796066;65.83925629
583;32403;Snyder;TX;26918;3.340680361;0.880175233;1.857627988;1.898208976;55.01597214;64.89144897
584;32501;Abilene;TX;191518;0.765900075;0.704744041;0.358325601;0.335772723;48.05104065;62.42324448
585;32502;Childress;TX;9592;NA;NA;NA;NA;49.37688065;67.0658493
586;32503;Haskell;TX;15157;NA;NA;NA;NA;51.02844238;66.57875824
587;32601;Wichita Falls;TX;151524;0.166178003;-0.589306295;0.555959821;0.445698202;46.98474884;62.2627449
588;32602;Graham;TX;28556;0.243740186;0.823513508;0.7595945;0.776134253;55.53500748;67.27890778
589;32603;Seymour;TX;4093;NA;NA;NA;NA;NA;NA
590;32604;Vernon;TX;21022;NA;NA;NA;NA;47.36185074;61.93931198
591;32701;Brownwood;TX;58246;0.693882883;-0.126874313;0.536911666;0.895915985;47.65202332;60.7702713
592;32702;Stephenville;TX;55256;-0.292530864;-0.027831791;0.711698592;0.738260448;51.66814041;64.28110504
593;32801;Waco;TX;281618;0.186592743;-0.073260516;0.209812567;0.298238128;42.3315773;60.45296478
594;32802;Corsicana;TX;100377;-0.024821227;0.663511217;0.312829435;0.447231472;46.5451355;63.70339584
595;32900;Killeen;TX;330714;-0.0662762;0.325377136;0.20470044;0.253172427;43.12983704;57.20314026
596;33000;Fort Worth;TX;1804370;0.121059731;0.098744005;0.096692815;0.085391589;44.8201561;58.40992737
597;33100;Dallas;TX;3405666;-0.026537331;0.008066284;0.076761067;0.062138416;42.87677002;56.974823
598;33200;Paris;TX;185835;0.17065081;0.466072261;0.20040451;0.355956048;44.85495758;61.74489212
599;33300;Tyler;TX;434643;0.499253511;0.052379187;0.18091774;0.196696579;45.83950424;60.37783051
600;33400;Longview;TX;289849;0.338396698;0.277660847;0.212409973;0.30350709;46.45579147;62.02226639
601;33500;Texarkana;TX;235988;-0.137957513;0.04005513;0.227846563;0.446390748;43.90954208;60.45171738
602;33601;Lawton;OK;171610;-0.00154091;0.442420602;0.385716498;0.484729737;47.38587189;60.65541077
603;33602;Altus;OK;48010;1.718907356;0.558098018;0.795302689;1.262938142;49.57587814;62.07675934
604;33603;Frederick;OK;9287;NA;NA;NA;NA;48.41644669;64.85374451
605;33700;Ardmore;OK;117982;-0.065481454;1.965424061;0.382342696;0.530771315;49.88940811;63.14645767
606;33801;Elk City;OK;60885;0.45139724;0.01379257;0.582447469;1.031442404;55.62277222;67.82522583
607;33802;Chickasha;OK;75666;-0.248768434;-0.545553803;0.409308702;0.546157718;48.65166473;65.213974
608;33803;Oklahoma City;OK;1154246;-0.035694443;0.277275205;0.133276135;0.160967946;44.68879318;58.86177826
609;33901;Ada;OK;69207;0.420587093;1.93170476;0.403580248;0.777701318;50.03562164;64.21608734
610;33902;Sherman;TX;178371;0.127190962;0.277206451;0.262256384;0.259836793;45.88183212;60.04339981
611;34001;Hot Springs;AR;210357;0.031154897;-0.303264767;0.32009536;0.483237535;43.48806381;58.2804718
612;34002;Idabel;OK;97397;0.605534136;-0.376180053;0.482593775;1.109446645;46.81858826;61.23787308
613;34101;Sand Point;AK;2697;NA;NA;NA;NA;NA;NA
614;34102;Anchorage;AK;369296;0.029312411;0.204679027;0.312984914;0.225018457;50.80932236;59.66048813
615;34103;Valdez;AK;10195;NA;NA;NA;NA;48.12767029;60.254776
616;34104;Bristol Bay;AK;1258;NA;NA;NA;NA;NA;NA
617;34105;Kotzebue;AK;7208;NA;NA;NA;NA;36.90948105;50.13111877
618;34106;Nome;AK;9196;NA;NA;NA;NA;34.60303116;53.70934677
619;34107;Dillingham;AK;6745;NA;NA;NA;NA;42.44371796;57.68111038
620;34108;Kodiak;AK;13913;NA;NA;NA;NA;49.62508392;58.52967072
621;34109;Juneau;AK;37347;-0.369440734;0.69707346;1.214306116;0.71212244;45.92573929;55.82831192
622;34110;Sitka;AK;15519;NA;NA;NA;NA;45.81767654;53.76594162
623;34111;Ketchikan;AK;20216;NA;NA;NA;NA;43.88567352;54.17015457
624;34112;Bethel;AK;23034;NA;NA;NA;NA;35.6703186;49.42586899
625;34113;Barrow;AK;7385;NA;NA;NA;NA;38.84532928;53.63409805
626;34114;Unalaska;AK;5465;NA;NA;NA;NA;NA;NA
627;34115;Fairbanks;AK;97458;-0.927339911;0.215386778;0.671095431;0.52367866;49.55289459;59.73464203
628;34201;Havre;MT;25840;1.861917734;-0.07041733;2.032155037;1.823556185;44.85408783;60.97848511
629;34202;Shelby;MT;24938;NA;NA;NA;NA;38.67342377;59.52389526
630;34203;Great Falls;MT;95101;0.965835571;0.377074361;0.724838078;0.764981329;49.00954437;58.41793823
631;34204;Lewistown;MT;12386;NA;NA;NA;NA;53.18541336;60.76348114
632;34301;Cody;WY;37247;-0.95895052;2.850186825;2.819947004;5.722097397;55.1281395;61.07476044
633;34302;Worland;WY;13171;NA;NA;NA;NA;54.61676025;63.99443817
634;34303;Riverton;WY;35804;2.325463772;0.528225482;1.774619699;2.02682066;46.92249298;62.51984787
635;34304;Sheridan;WY;46306;0.322976053;-0.268030852;1.083384037;1.294663072;46.38261032;60.35138702
636;34305;Miles City;MT;12895;NA;NA;NA;NA;55.13172531;60.24871445
637;34306;Jordan;MT;1279;NA;NA;NA;NA;NA;NA
638;34307;Colstrip;MT;12102;NA;NA;NA;NA;42.01934052;62.08221436
639;34308;Billings;MT;152638;0.089767456;-0.128999218;0.607034862;0.569137812;50.57252884;59.04888535
640;34309;Harlowton;MT;4191;NA;NA;NA;NA;NA;NA
641;34401;Dillon;MT;9202;NA;NA;NA;NA;53.78316498;59.35546494
642;34402;Bozeman;MT;93985;0.459746301;-1.031020761;0.686906636;0.658487916;50.93701172;56.65001678
643;34403;Helena;MT;70150;0.260600507;0.249706283;0.589310288;0.593773425;48.93575668;56.0094986
644;34404;Butte-Silver Bow;MT;54033;-0.213501081;-0.183100134;0.784036517;1.016211271;49.73173904;59.80891037
645;34501;Bonners Ferry;ID;9871;NA;NA;NA;NA;50.31925583;58.52882385
646;34502;Libby;MT;18837;NA;NA;NA;NA;49.93717957;59.81956482
647;34503;Kalispell;MT;111205;0.415423781;-0.027142709;0.387346506;0.530615926;48.01229477;56.2392807
648;34504;Missoula;MT;135756;-0.247604266;-0.818470478;0.362150967;0.430121273;47.47697449;54.79668427
649;34601;Gillette;WY;46229;1.896900773;1.114317298;1.270051479;0.963725209;60.93140411;67.67865753
650;34602;Rawlins;WY;15639;NA;NA;NA;NA;53.43636322;63.64928818
651;34603;Casper;WY;78585;1.245099664;-0.578561962;0.988996923;0.68879658;55.48269653;64.33958435
652;34604;Lusk;WY;2407;NA;NA;NA;NA;NA;NA
653;34701;Honolulu;HI;876156;0.15904817;-0.220320538;0.185082525;0.207068861;45.94974899;53.76633072
654;34702;Kapaa;HI;58463;0.409609824;-1.839306951;0.742403507;1.066740751;46.33214951;55.91540146
655;34703;Kahului;HI;128241;0.293078303;-0.27766341;0.410547078;0.601200581;44.45858383;54.45191193
656;34801;Las Vegas;NM;49495;0.542473972;0.396940738;0.522977293;0.834333539;43.6541214;55.41748428
657;34802;Santa Fe;NM;218804;0.434988737;-0.087229311;0.284259617;0.309076101;43.32115555;52.03562546
658;34803;Tucumcari;NM;10965;NA;NA;NA;NA;46.1944313;54.97552872
659;34804;Clayton;NM;4174;NA;NA;NA;NA;NA;NA
660;34805;Alamosa;CO;46190;0.024977341;0.248687148;0.632151902;1.254294276;48.76503372;60.41677856
661;34901;Albuquerque;NM;755244;-0.111701988;-0.263813227;0.158233941;0.162014395;42.62749481;53.85022736
662;34902;Socorro;NM;21621;NA;NA;NA;NA;42.93374634;56.0678978
663;35001;Phoenix;AZ;3303211;0.000358148;0.042724043;0.06262482;0.071397923;44.69127274;56.35507584
664;35002;Safford;AZ;42036;-0.209830776;1.130744815;0.506905913;0.755194366;45.93617249;63.27643967
665;35100;Tucson;AZ;999882;-0.13625595;-0.037709352;0.105350271;0.128237605;42.90359879;53.86847305
666;35201;Grand Junction;CO;187857;0.525077879;-0.052443717;0.319995075;0.309014708;52.06491852;60.36430359
667;35202;Gunnison;CO;14746;NA;NA;NA;NA;51.43110275;57.65764999
668;35300;Farmington;NM;168198;-0.27134499;0.004584728;0.264983535;0.388938487;46.29053879;56.27153397
669;35401;Flagstaff;AZ;289883;0.038658805;-0.206671044;0.191142276;0.202639759;45.28317261;55.76678467
670;35402;Cortez;CO;40087;-0.164195985;0.599998832;0.796990514;1.119410634;51.56719971;60.08606339
671;35500;Gallup;AZ;241691;-0.369305611;-0.071950741;0.174466655;0.234909326;36.37532806;50.68514633
672;35600;Hilo;HI;148677;0.084919482;-0.665653527;0.318052709;0.40359655;43.29896545;52.80870438
673;35701;Twin Falls;ID;120807;0.759714901;-0.050865814;0.365488082;0.535789192;50.93250275;58.01062775
674;35702;Burley;ID;41590;0.127272099;0.737119198;0.57530421;0.994954765;53.44587708;62.32544327
675;35801;Boise City;ID;493970;0.051595815;-0.316058904;0.216559783;0.185533836;46.65198135;55.92469788
676;35802;Ontario;OR;62170;0.405155122;-1.247792244;0.462057829;0.696887672;46.83276749;58.57404327
677;35803;McCall;ID;11127;NA;NA;NA;NA;48.24560165;55.6246109
678;35901;St. George;UT;130138;-0.47212559;-0.417472541;0.297857493;0.273594826;51.64759064;59.30704117
679;35902;Price;UT;54045;0.122560151;1.167802811;0.444972903;0.435549885;55.05182648;63.65429306
680;35903;Moab;UT;8485;NA;NA;NA;NA;54.46022415;61.88094711
681;35904;Richfield;UT;25012;0.920840442;0.273651212;0.715259612;0.966923356;55.60987854;63.85771942
682;35905;Loa;UT;2509;NA;NA;NA;NA;NA;NA
683;36000;Provo;UT;389179;0.315425605;0.106706932;0.236156091;0.180734515;53.28376007;59.61588287
684;36100;Salt Lake City;UT;1426729;0.062771589;0.052595425;0.121103421;0.104005992;50.89728928;60.51486206
685;36200;Logan;UT;149590;0.195275396;-0.232921958;0.341895491;0.290493667;55.83275604;61.34731674
686;36301;Pocatello;ID;269722;0.098453358;-0.024267184;0.296730459;0.267767638;49.57469559;57.44711685
687;36302;Salmon;ID;12148;NA;NA;NA;NA;53.32801819;54.54434586
688;36303;Jackson;WY;24250;NA;NA;NA;NA;53.66379547;56.50697327
689;36401;Steamboat Springs;CO;38860;0.28885442;0.491706073;0.928896487;0.678121686;58.79759598;61.57773972
690;36402;Vernal;UT;39595;0.870129764;0.658088505;0.661408186;0.941234052;60.77000809;71.22559357
691;36403;Soda Springs;ID;13715;NA;NA;NA;NA;57.13232803;64.47744751
692;36404;Rock Springs;WY;80730;0.10313724;0.040706765;0.656710744;0.525942743;56.4431076;65.73110199
693;36501;Klamath Falls;CA;151353;0.37230286;0.033267993;0.258577824;0.365857512;47.11287689;58.75544357
694;36502;Burns;OR;7609;NA;NA;NA;NA;51.15881729;60.56804657
695;36503;Lakeview;OR;7422;NA;NA;NA;NA;48.76563263;63.64967728
696;36600;Redding;CA;219295;0.082274787;0.08883588;0.210237563;0.25654158;45.13196564;56.12538528
697;36700;Eureka;CA;139540;0.280000687;0.168772995;0.335840344;0.41440022;40.76922607;52.85736847
698;36800;Medford;OR;256995;-0.215177253;0.262195051;0.208029583;0.242386624;44.51877594;53.89718628
699;36901;Crescent City;CA;48644;-0.077973232;0.30664435;0.66951859;1.100413561;42.052948;53.83848953
700;36902;Roseburg;OR;163178;0.049844082;-0.047439218;0.250977904;0.33424753;44.01520538;55.58203506
701;37000;Modesto;CA;729182;-0.003567127;-0.284146786;0.119474493;0.162547156;45.13621902;54.80883408
702;37100;Bakersfield;CA;661645;0.028097581;-0.175022393;0.124946155;0.190602317;47.67753601;57.61734772
703;37200;Fresno;CA;1419998;-0.377005965;-0.238366351;0.099594787;0.122933872;43.52993774;54.68767929
704;37300;Chico;CA;387577;0.072347403;-0.094530612;0.195020542;0.229224339;45.25728989;54.58544922
705;37400;Sacramento;CA;2570609;-0.01185465;-0.23111321;0.086132087;0.074838638;45.03625107;54.46429443
706;37500;San Jose;CA;2393183;-0.010523236;-0.103780888;0.112316124;0.07904049;46.7757988;54.19928741
707;37601;Elko;NV;61917;0.774983764;-0.208546206;0.526308596;0.426065862;51.60326767;64.60054779
708;37602;Winnemucca;NV;22799;NA;NA;NA;NA;52.95546722;64.22006226
709;37603;Portola;CA;24379;NA;NA;NA;NA;47.48516464;55.74322891
710;37604;Reno;NV;453825;0.259681821;-0.525971949;0.183037817;0.176383018;46.35706329;55.32596588
711;37700;Santa Rosa;CA;603188;-0.116651826;-0.122947939;0.194864243;0.159531206;45.07217789;53.80108261
712;37800;San Francisco;CA;4642561;0.016968122;-0.114686213;0.092528336;0.06696976;45.55037689;54.25952148
713;37901;Las Vegas;NV;1568418;0.088148206;-0.119579583;0.080872588;0.080592789;44.37011337;55.7179451
714;37902;Reno;NV;5071;NA;NA;NA;NA;NA;NA
715;37903;Mammoth Lakes;CA;30798;0.044557452;-0.04043676;0.810120881;0.705892026;47.78145218;58.47934341
716;38000;San Diego;CA;2813833;0.053767543;-0.154408112;0.074737184;0.072529174;46.23363113;54.2127533
717;38100;Yuma;CA;302387;-0.215513021;-0.2726399;0.175412104;0.328518569;46.90142059;55.88562012
718;38200;Santa Barbara;CA;646028;-0.039900485;-0.373793125;0.165073261;0.174120277;47.27046585;53.96077728
719;38300;Los Angeles;CA;16393360;-0.170313075;-0.273316056;0.04257042;0.045254014;44.80198288;52.69482422
720;38401;Lewiston;ID;88546;1.369624972;0.0055183;0.486640543;0.571932137;48.31499481;58.77210999
721;38402;Pullman;WA;75675;1.447603822;0.21626161;0.578979969;0.622343421;52.82691193;57.91392899
722;38501;Moses Lake;WA;91126;0.426478386;-0.625128865;0.437784553;0.492801875;49.7450676;61.75042343
723;38502;Wenatchee;WA;99219;-0.216420949;-0.383994192;0.39481777;0.509110093;48.25610352;57.49316788
724;38601;Spokane;WA;608317;-0.019801121;0.012028495;0.162342057;0.153599694;46.09930038;56.87558746
725;38602;Colville;WA;86890;0.002230711;-0.050814442;0.304547161;0.428502172;46.14016724;57.80326462
726;38700;Longview;WA;220580;0.358096302;0.090012938;0.222611412;0.274606794;44.52383423;57.373806
727;38801;Portland;OR;1842889;0.101674594;0.035126586;0.121592745;0.110525608;44.72776413;54.49850845
728;38802;The Dalles;OR;65297;0.141448766;0.099058032;0.555850446;0.577090681;46.89760208;56.19399643
729;38901;Eugene;OR;936387;-0.053318869;0.258691907;0.135661259;0.150981113;44.12202454;54.91130447
730;38902;Newport;OR;68741;-0.257738024;0.279263794;0.36880672;0.541019082;43.15344238;55.48281479
731;39000;Yakima;WA;255943;0.242885903;0.322918802;0.257432163;0.246420667;45.53331375;58.06005859
732;39100;Kennewick;WA;332609;-0.17062299;0.0582522;0.215848401;0.217318907;47.87288284;58.32228088
733;39201;La Grande;OR;41271;0.807065606;0.590210021;0.709943771;0.736703813;50.76040268;58.11616135
734;39202;Enterprise;OR;7226;NA;NA;NA;NA;51.73671722;56.45098495
735;39203;Bend;OR;153558;0.189702377;-0.209817141;0.250043511;0.271897614;44.76088333;54.47284317
736;39204;Condon;OR;3462;NA;NA;NA;NA;NA;NA
737;39205;John Day;OR;7935;NA;NA;NA;NA;51.8152504;59.45898438
738;39301;Friday Harbor;WA;14077;NA;NA;NA;NA;44.98002625;50.35443497
739;39302;Bellingham;WA;166814;0.331190675;0.30443117;0.332953423;0.38207978;46.93076706;58.3452034
740;39303;Port Angeles;WA;90478;0.723374426;0.236162826;0.438395232;0.404725552;45.66841125;56.43985367
741;39400;Seattle;WA;3775744;0.228561446;0.04677647;0.08903037;0.072863199;46.5256958;56.67885208
